@relation arceneGPData

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 {' class-2',' class-1'}

@data
0.854478,0.839461,0.153846,0,0.205882,0,0.771907,0,0,0,0,0.202703,0.033784,0.041958,0.904313,0,0.226064,0.480663,0,0.796748,0,0.385321,0.513636,0.234375,0,0.173489,0.620225,0.81808,0.877863,0,0.30038,0.327896,0,0.034063,0,0,0,0.789352,0.096154,0.505051,0.179416,0.333333,0,0,0.715711,0,0.202899,0.158879,0,0.042895,0,0.092885,0.442359,0,0.043478,0,0.185304,0.153846,0.217712,0.086957,0,0,0.022727,0.76699,0.124324,0.857143,0,0.287834,0,' class-1'
0.091418,0.232843,0.015385,0.25,0.264706,0,0.606959,0.541667,0,0,0.146667,0.126126,0.101351,0.405594,0.076819,0,0.630319,0.160221,0,0,0,0.749235,0.25,0,0.034672,0,0,0.137277,0,0.532258,0.456274,0.996737,0,0,0.244681,0.012048,0,0.75463,0.129808,0,0.518776,1,0,0.113208,0.371571,0,0.217391,0,0,0,0,0,0.142091,0,0,0.525641,0.265176,0.381657,0.191882,0.7,0.553763,0,0,0.203883,0,0.935714,0,0,0,' class-2'
0.701493,0.83701,0,0,0.029412,0.157895,0.905928,0,0,0,0.293333,0.369369,0.966216,0,0.641509,0,0.797872,0.132597,0,0.227642,0,0.388379,0.090909,0,0,0.387914,0.579775,0.854911,0.312977,0,0.623574,0.185971,0,0.676399,0.244681,0,0,0.513889,0.365385,0,0.272601,0.568306,0.201807,0.018868,0.776808,0,0.094203,0.196262,0.043011,0.27882,0.353846,0.262846,0.485255,0,0,0.173077,0,0.325444,0.280443,0.065217,0,0,0,0.339806,0.151351,0.757143,0,0.296736,0,' class-1'
0.320896,0.545343,0,0,0,0,0.746134,0,0,0,0.08,0.105856,0.351351,0.482517,0.157682,0,0.226064,0,0.691176,0,0,0.657492,0.204545,0,0,0.02924,0,0.31808,0,0,0.532319,0.820555,0,0,0,0,0,0.175926,0.336538,0,0.566064,0.535519,0.144578,0.037736,0.546135,0,0.5,0.056075,0,0,0,0,0.914209,0,0,0.416667,0,0.384615,0,0.143478,0.731183,0,0.568182,0,0.891892,0.417857,0,0,0,' class-1'
0.169776,0.020833,0,0.995652,0,0,0.171392,0.390152,0,0,0.386667,0,0.097973,0.699301,0.039084,0,0.632979,0.292818,0,0,0,1,0.136364,0,0.012774,0,0,0.049107,0.312977,0.548387,0.281369,0.719413,0,0,0,0.060241,0,0.787037,1,0,0.33936,0.836066,0,0,0.471322,1,0.242754,0.53271,0,0,0,0.017787,0.174263,0,0.130435,0.192308,0.169329,0.16568,0,0.86087,0.209677,0,0,0.446602,0,0.678571,0.133144,0,0,' class-2'
0.281716,0.546569,0,0,0.058824,0,0.707474,0,0,0,0,0.216216,0.209459,0.377622,0.200809,0,0.143617,0,0.647059,0,0,0.53211,0.25,0,0,0.109162,0,0.350446,0,0,0.418251,0.672104,0,0,0.132979,0,0,0.090278,0.216346,0,0.538248,0.540984,0.063253,0,0.533666,0,0.130435,0,0,0,0,0.05336,0.863271,0,0,0.262821,0,0.37574,0.0369,0.026087,0.295699,0,0.363636,0,0.827027,0.382143,0,0.115727,0,' class-1'
0.886194,0.530637,0.087179,0,0,0,0.411082,0,0,0,0,0.193694,0.246622,0.524476,0.636119,0,0,0,0,0.609756,0,0,0.059091,0,0,0.206628,0.426966,0.664063,0.396947,0.241935,0,0,0,0,0,0,0,0.939815,0,0,0,0,0,0.462264,0.372818,0,0.242754,0,0.053763,0.032172,0,0.110672,0.477212,0,0.304348,0,0.054313,0,0.188192,0,0.134409,0,0.363636,0.495146,0.075676,0.896429,0,0.27003,0,' class-2'
0.856343,0.970588,0.102564,0,0.088235,0.210526,1,0,0,0,0,0.310811,0.202703,0.300699,0.645553,0.213333,0,0.585635,0,0,0,0,0.240909,0.734375,0,0.28655,0.8,0.823661,0.923664,0.177419,0.178707,0,0,0.895377,0,0,0,0.814815,0.245192,0,0,0,0,0.113208,1,0,0.072464,0.196262,0.516129,0.104558,0.353846,0.027668,0.487936,0,0.663043,0,0.108626,0,0.387454,0,0.236559,0,0.045455,0.543689,0.227027,0.846429,0,0.183976,0,' class-2'
0.097015,0.122549,0.015385,0,0,0,0.203608,0,0,0,0.506667,0,0.152027,0,0.098383,0,0.582447,0.038674,0,0,0,0.648318,0.177273,0,0.793796,0.02729,0.062921,0.237723,0,0,0.330798,0.874388,0,0.024331,0,0,0,0.710648,0.389423,0,0.602225,0.901639,0,0.198113,0.094763,0,0.221014,0,0,0.206434,0,0.075099,0.021448,0,0,0.410256,0.217252,0.343195,0.243542,0.808696,0.166667,0,0,0.194175,0.010811,0.896429,0,0,0,' class-2'
0.132463,0.122549,0,0.745652,0,0,0.210052,0,0,0,0,0.144144,0.263514,0.300699,0.070081,0.106667,0.638298,0.563536,0,0.268293,0,0.792049,0.209091,0.453125,0.419708,0.015595,0,0.109375,0.442748,0,0.171103,1,0,0.141119,0.037234,0.325301,0,0.967593,0.379808,0,0.563282,0.846995,0,0.330189,0.299252,0.797872,0.094203,0.205607,0,0.032172,0.569231,0.029644,0.33244,0,0,1,0.43131,0.266272,0,1,0.247312,0,0,0.262136,0,0.857143,0.031161,0,0,' class-1'
0.399254,0.75,0.117949,0,0,0,0.652062,0,0,0,0.08,0.045045,0.280405,0.552448,0.773585,0,0.010638,0.497238,0,0.528455,0,0.16208,0.263636,0.25,0.027372,0.060429,0.633708,0.790179,0.549618,0,0.326996,0.230016,0,0,0,0,0,0.087963,0.173077,0.69697,0.08484,0,0,0,0.55611,0,0,0.831776,0,0.018767,0,0.001976,0.184987,0,0,0.115385,0,0.032544,0.01107,0.243478,0.327957,0,0.295455,0.631068,0.113514,0.907143,0,0.017804,0.576923,' class-2'
0.410448,0.379902,0,0,0,0,0.641753,0,0,0,0.533333,0.078829,0.162162,0,0.208895,0.133333,0.220745,0,0,0,0,0.639144,0.145455,0,0,0,0.006742,0.36942,0,0,0.43346,0.791191,0,0,0.159574,0,0,0.166667,0.413462,0.161616,0.808067,0.535519,0.481928,0.132075,0.258105,0,0.65942,0.11215,0.774194,0,0.153846,0,0.938338,0,0,0.487179,0,0.431953,0.02952,0.191304,0.33871,0,0.181818,0,0.459459,0.378571,0,0,0,' class-2'
0.335821,0.507353,0,0,0,0,0.707474,0,0,0,0,0.024775,0.125,0.496503,0.190027,0,0.079787,0,0.897059,0,0,0.412844,0.145455,0,0,0,0,0.340402,0,0.516129,0.292776,0.582382,0,0,0,0.506024,0,0.069444,0.1875,0,0.671766,0.327869,0.334337,0,0.488778,0,0.119565,0,0.215054,0,0,0,0.817694,0,0,0.205128,0,0.366864,0.04428,0,0.33871,0,0.340909,0,0.902703,0.332143,0,0,0,' class-1'
0.919776,0.496324,0.020513,0,0.264706,0,0.530928,0,0,0,0.306667,0.204955,0.402027,0,0.378706,0,0,0.071823,0,0,0,0,0.668182,0,0.018248,0.181287,0,0.464286,0.045802,0.129032,0,0,0,0.055961,0,0,0,0.93287,0,0,0,0,0.138554,0.386792,0.487531,0,0,0,0.376344,0.010724,0,0.112648,0.581769,0,0,0,0,0,0.309963,0,0.451613,0,0.136364,0.097087,0.016216,0.971429,0,0.234421,0,' class-2'
0.026119,0.069853,0,0.104348,0.235294,0,0.161082,0,0,0,0,0.051802,0.243243,0.202797,0.016173,0,0.444149,0.055249,0,0,0,0.64526,0.168182,0,0.226277,0,0,0.046875,0,0,0.106464,0.920065,0,0,0,0,0,0.502315,0.009615,0.30303,0.464534,0.721311,0,0,0.057357,0,0.768116,0,0,0.002681,0,0,0.0563,0,0,0.50641,0.025559,0.204142,0.073801,0.430435,0.268817,0,0,0,0,0.842857,0,0,0,' class-1'
0.106343,0.014706,0,0.263043,0.058824,0,0.085052,0,0,0,0.173333,0.015766,0.084459,0.433566,0,0,0.49734,0,0,0,0,0.654434,0.045455,0,0,0,0,0,0,0.16129,0.144487,0.815661,0,0,0,0,1,0.775463,0.365385,0,0.4242,0.650273,0,0,0.061097,0,0.152174,0.009346,0,0,0,0,0.02681,0,0,0.532051,0.054313,0.242604,0,0.743478,0.295699,0,0,0,0,0.817857,0,0,0,' class-1'
0.505597,0.375,0,0,0,0.684211,0.284794,0,0,0.155844,0,0.900901,0.243243,0.713287,0.12938,0.2,0,0,0,0,0,0,0.140909,0,0.005474,0.986355,0,0.21875,0.068702,0.403226,0.13308,0,0.355556,0,0,0.048193,0,0.337963,0,0,0,0,0,0,0.316708,0,0.416667,0,0.72043,0.705094,0.523077,0.818182,0.227882,0,0,0,0,0,0.02583,0,0.22043,0,0.022727,0.135922,0,0.171429,0,1,0,' class-1'
0.742537,1,0,0,0,0,0.990979,0,0,0,0,0.211712,0.185811,0.503497,0.644205,0,1,0.629834,0,0.260163,0,0.425076,0.113636,0.1875,0,0.120858,0.746067,0.824777,0.694656,0.258065,0.920152,0.182708,0,0.16545,0.25,0,0,0.622685,0.461538,0,0.283727,0.169399,0,0,0.894015,0.042553,0.123188,0.728972,0.354839,0.048257,0,0,0.428954,0,0,0.115385,0,0.37574,0.188192,0.26087,1,0,0.204545,0.407767,0.356757,0.907143,0,0.020772,0,' class-1'
0.76306,0.892157,0,0,0,0,0.813144,0,0.150943,0.337662,0.586667,0.171171,0.138514,0,0.479784,0,0,0.403315,0,0.593496,0,0,0.077273,0.421875,0.016423,0.192982,0.278652,0.618304,0.564885,0.016129,0.060837,0,0,0,0,0.301205,0,0.75,0,0,0,0,0.391566,0.54717,0.796758,0,0.141304,0,0.516129,0.064343,0.261538,0.035573,0.557641,0,0,0,0.159744,0,0.667897,0,0.177419,0,0.636364,0.514563,0.2,0.914286,0.042493,0.347181,0,' class-2'
0.307836,0.556373,0,0,0,0,0.69201,0,0,0,0,0.130631,0,0.545455,0.156334,0,0.119681,0,0.455882,0,0,0.492355,0.304545,0,0,0.013645,0,0.309152,0.030534,0,0.456274,0.818923,0,0.038929,0,0,0,0.194444,0.341346,0.030303,0.89847,0.546448,0.120482,0,0.377805,0,0.148551,0.186916,0,0,0.153846,0,0.865952,0,0,0.435897,0,0.514793,0.04428,0.269565,0.096774,0,1,0,0.540541,0.446429,0,0.032641,0,' class-2'
0.156716,0.046569,0,0.836957,0,0.5,0.177835,0,0,0,0.213333,0.108108,0,0.06993,0.122642,0.106667,0.534574,0.59116,0,0.146341,0,0.941896,0.131818,0,0.177007,0,0,0.059152,0.229008,0,0.319392,0.95106,0,0,0,0.650602,0.033333,0.891204,0.629808,0,0.522949,0.79235,0,0,0.300499,0.691489,0.195652,0.271028,0,0,0.169231,0.025692,0.142091,0,0,0.621795,0.338658,0.328402,0,0.952174,0,0,0,0.398058,0,0.757143,0.03966,0,0,' class-1'
0.16791,0.044118,0.579487,0,0,0,0.26933,0,0,0,0.453333,0,0.216216,0.496503,0,0,0.566489,0.121547,0,0,0,0.932722,0.318182,0,0.406934,0,0,0.138393,0,0.209677,0.247148,0.797716,0,0,0,0.156627,0,0.722222,0.4375,1,0.399166,0.775956,0,0.09434,0.372818,0,0.202899,0.168224,0,0.037534,0,0.013834,0.235925,0,0,0.551282,0.450479,0.298817,0.815498,0.834783,0.091398,0,0,0.68932,0.183784,0.739286,0.025496,0,0,' class-2'
0.899254,0.661765,0,0,0,0,0.704897,0.435606,0,0.623377,0.013333,0.423423,0.138514,0.699301,0.402965,0.186667,0.159574,0.337017,0,0.325203,0,0,0.045455,0,0,0.317739,0.269663,0.550223,0.19084,0.209677,0.186312,0.114192,0,0.238443,0,0.192771,0,0.881944,0.293269,0,0,0.054645,0.105422,0.122642,0.67207,0,0.442029,0.037383,0.010753,0.040214,0.061538,0.158103,0.495979,0,0,0.371795,0.146965,0,0.531365,0.13913,0,0,0.545455,0.563107,0.043243,0.978571,0,0.448071,0,' class-1'
0.703358,0.811275,0.333333,0,0,0,0.75,0,0,0,0,0.511261,0.472973,0,0.783019,0,0,0.558011,0,0.626016,0,0,0.1,0,0,0.495127,0.555056,0.734375,1,0,0,0,0,0,0,0.084337,0,0.738426,0,0.232323,0,0,0,0,0.625935,0,0.173913,0,0,0.19571,0.092308,0.250988,0.656836,0,0,0,0.210863,0,0.656827,0,0,0,0.204545,0.864078,0.167568,0.521429,0,0.5727,0,' class-1'
0.309701,0.360294,0,0,0,0,0.485825,0,0,0,0.48,0.123874,0.185811,0.552448,0.204852,0,0.151596,0,0,0,0,0.519878,0.113636,0,0,0,0,0.410714,0.549618,0.241935,0.444867,0.80261,0,0,0,0.120482,0,0.173611,0.293269,0,0.981919,0.622951,0.183735,0,0.239401,0,0.050725,0.009346,0.086022,0,0,0,0.898123,0,0,0.358974,0,0.523669,0,0.156522,0.397849,0,0.295455,0,0.286486,0.45,0,0.109792,0,' class-2'
0.718284,0.796569,0.230769,0,0,0,0.701031,0.397727,0,0,0,0.605856,0.185811,0.41958,0.737197,0,0,0.563536,0,0.520325,0,0,0.127273,0,0,0.573099,0.435955,0.735491,0.908397,0.387097,0,0,0,0.06326,0,0.26506,0,0.717593,0,0,0,0,0,0.103774,0.654613,0,0.202899,0,0.043011,0.198391,0,0.314229,0.616622,0,0,0,0.169329,0,0.487085,0,0.139785,0,0.545455,0.601942,0.124324,0.189286,0,0.818991,0,' class-1'
0.604478,0.574755,0,0,0,0,0.626289,0.083333,0,0,0,0.202703,1,0.188811,0.859838,0,0.691489,0.259669,0,0.357724,0,0.66055,0.509091,0.15625,0,0.136452,0.289888,0.946429,0.122137,0,0.752852,0.329527,0,0.311436,0.143617,0.13253,0,0.453704,0.105769,0,0.289291,0.262295,0.334337,0,0.501247,0,0.17029,0.233645,0,0.005362,0,0.081028,0.514745,0,0,0.083333,0,0.591716,0.254613,0.130435,0.327957,0,0,0.436893,0.016216,0.667857,0,0.249258,0,' class-1'
0.020522,0.018382,0,0.45,0,0,0.132732,0,0,0.194805,0.266667,0.02027,0.175676,0.832168,0.072776,0,0.396277,0.104972,0,0,0,0.654434,0.195455,0,0,0,0,0.214286,0,0,0.148289,0.892333,0,0,0,0,0,0.62037,0.100962,0,0.49096,0.513661,0,0,0.064838,0,0,0,0,0,0,0,0,0,0.021739,0.589744,0.015974,0.257396,0.147601,0.786957,0.833333,0,0,0.087379,0,0.75,0,0,0,' class-2'
0.348881,0.382353,0,0,0,0,0.591495,0,0,0,0,0.042793,0,0,0.440701,0,0.12766,0,0,0.341463,0,0.501529,0.15,0,0,0.021442,0.157303,0.636161,0,0,0.326996,0.65416,0,0,0,0,0,0.083333,0.192308,0,0.55911,0.349727,0.111446,0,0.319202,0,0.173913,0,0,0,0,0,0.911528,0,0,0.205128,0,0.390533,0.110701,0.008696,0.22043,0,0,0,0.508108,0.414286,0,0,0,' class-1'
0.095149,0.034314,0,0.063043,0.676471,0,0.115979,0,0,0.298701,0.026667,0.042793,0.476351,0.27972,0,0,0.539894,0.116022,0,0,0,0.53211,0.213636,0,0,0,0,0.006696,0,0,0.273764,0.797716,0,0,0.015957,0,0,0.773148,0,0.333333,0.513213,0.79235,0,0,0.061097,0,0.152174,0,0,0,0,0,0.02681,0,0,0.74359,0.118211,0.292899,0,0.813043,0.053763,0,0,0,0,0.978571,0,0,0,' class-2'
0.018657,0.025735,0.235897,0,0,0,0.145619,0.011364,0,0,0.186667,0,0.030405,0.027972,0,0,0.470745,0.171271,0,0,0,0.807339,0.290909,0,0.321168,0.146199,0,0.032366,0,0,0.171103,0.82708,0,0.116788,0,0,0,0.648148,0.096154,0,0.538248,0.628415,0,0.084906,0.068579,0,0.123188,0,0,0.064343,0,0,0,0,0,0.487179,0.309904,0.405325,1,0.678261,0.177419,0,0,0.242718,0.318919,0.675,0,0,0,' class-2'
0.393657,0.5,0,0,0.823529,0,0.54768,0.060606,0,0,0.12,0.078829,0.456081,0.020979,0.345013,1,0.106383,0,0.264706,0.357724,0,0.443425,0.081818,0,0,0,0,0.591518,0.007634,0,0.34981,0.769984,0,0,0,0.192771,0,0.224537,0.206731,0,0.901252,0.480874,0.584337,0.424528,0.23192,0,0.137681,0.121495,0.408602,0,0,0,0.924933,0,0,0.339744,0,0.526627,0.099631,0.286957,0.489247,0,0,0,0.572973,0.5,0,0,0,' class-2'
0.589552,0.753676,0.261538,0,0.529412,0,0.779639,0,0,0,0,0.297297,0.219595,0.181818,0.809973,0,0,0.40884,0,0.821138,0,0,0.036364,0.65625,0,0.255361,0.74382,1,0.847328,0,0.376426,0,0,0,0,0,0,0.446759,0,0,0,0,0,0.160377,0.738155,0,0.155797,0.037383,0.032258,0.0563,0.153846,0.047431,0.386059,0,0,0,0.13738,0,0.708487,0,0,0,0.295455,0.786408,0.151351,0.667857,0,0.379822,0,' class-1'
0.100746,0.067402,0,0.480435,0,0,0.247423,0,1,0,0,0.040541,0.621622,0.412587,0.068733,0.28,0.566489,0.674033,0,0,0,0.82263,0,0,0.251825,0,0,0.246652,0,0.322581,0.250951,0.686786,0,0,0,0,0,0.80787,0.317308,0,0.49235,0.743169,0,0.198113,0.197007,0.095745,0.358696,0.046729,0,0,0,0,0,0,0,0.397436,0.316294,0.242604,0.118081,0.821739,0,0,0,0.174757,0,0.775,1,0,0,' class-2'
0.048507,0.074755,0.25641,0.03913,0,0,0.341495,0,0,0,0,0,0.128378,1,0,0,0.50266,0.348066,0,0,0,0.807339,0,0,0.297445,0.107212,0,0.198661,0,0.177419,0.209125,0.794454,0,0.043796,0.12766,0,0,0.618056,0.153846,0,0.464534,0.677596,0,0,0.230673,0,0.177536,0,0,0.002681,0.076923,0.023715,0,0,0,0.429487,0.162939,0.310651,0.937269,0.752174,0.188172,0,0,0.543689,0.12973,0.746429,0,0,0,' class-2'
0.343284,0.564951,0,0,0,0,0.734536,0,0,0,0,0.060811,0.253378,0.188811,0.190027,0,0.101064,0,1,0,0,0.455657,0.204545,0,0,0,0.040449,0.38058,0,0,0.247148,0.616639,0.133333,0,0.042553,0,0,0,0.192308,0,0.515994,0.234973,0.120482,0,0.482544,0,0.101449,0,0,0,0,0,0.887399,0,0,0.25641,0,0.337278,0.066421,0.021739,0.016129,0,0.75,0,1,0.342857,0,0,0,' class-1'
0.863806,0.823529,0,0,0.058824,0.921053,0.860825,0.045455,0,0,0,0.371622,0.155405,0,0.634771,0.4,0,0.220994,0.029412,0,0,0,0,0,0.085766,0.298246,0.406742,0.738839,0.267176,0.032258,0.13308,0,0,1,0.085106,0.433735,0,0.793981,0.235577,0.565657,0,0,0.409639,0.95283,0.764339,0,0.09058,0.11215,0.634409,0.158177,0.030769,0.12253,0.378016,0,1,0,0.115016,0,0.509225,0.004348,0.112903,0,0,0.679612,0.383784,0.825,0,0.175074,0,' class-2'
0.033582,0.0625,0,0.136957,0,0,0.264175,1,0,0,0.533333,0,0.108108,0.503497,0.071429,0,0.412234,0,0,0,0,0.712538,0.377273,0,0.135036,0,0,0.231027,0,0.096774,0.239544,0.871126,0,0,0,0,0,0.597222,0,0.292929,0.616134,0.590164,0,0.254717,0.190773,0,0.115942,0,0,0,0,0,0,0,0,0.525641,0,0.485207,0.04428,0.691304,0.215054,0,0,0.203883,0,0.778571,0,0,0,' class-2'
0.854478,0.807598,0.153846,0,0.529412,0,0.637887,0,0,0,0.253333,0.475225,0.033784,0,0.739892,0,0.335106,0.209945,0,0.211382,0,0.363914,0.145455,0,0,0.493177,0.47191,0.877232,0.717557,0.032258,0.78327,0.357259,0,0,0,0,0,0.747685,0.538462,0,0.436718,0.677596,0.024096,0,0.597257,0,0,0.485981,0.107527,0.316354,0,0.215415,0.536193,0,0,0.448718,0.086262,0.251479,0.247232,0.391304,0.005376,0,0.5,0.427184,0,1,0,0.367953,0,' class-1'
0.514925,0.824755,0,0,0,1,0.823454,0,0.075472,0,0,0.364865,0.114865,0.370629,0.849057,0.2,0.481383,0.707182,0,0.861789,0,0.58104,0.168182,0.765625,0.05292,0.267057,0.27191,0.671875,0.366412,0.516129,0.802281,0.450245,0,0.49635,0,1,0,0.354167,0.028846,0,0.040334,0.349727,1,0.216981,0.713217,0,0.311594,0.280374,0.27957,0.0563,0,0.164032,0.404826,0,0,0.224359,0,0.168639,0.804428,0.021739,0.55914,0,0.75,1,0.059459,0.514286,0.01983,0.344214,0,' class-1'
0.384328,0.411765,0,0,0,0,0.743557,0,0,0,0,0.078829,0.121622,0,0.179245,0.146667,0.12766,0.066298,0.264706,0.146341,0,0.431193,0.177273,0,0,0,0,0.360491,0,0,0.323194,0.675367,0,0,0,0,0,0.194444,0.264423,0.474747,0.926287,0.52459,0.427711,0,0.431421,0,0.228261,0,1,0,0.276923,0,0.86059,0,0,0.198718,0,0.502959,0.01107,0.078261,0.408602,0,0.431818,0,0.740541,0.325,0,0,0,' class-2'
0.733209,0.495098,0.348718,0,0,0,0.453608,0,0,0,0,0.486486,0.27027,0.027972,0.842318,0.293333,0,0.39779,0,0.398374,0,0,0.040909,0,0,0.497076,0.296629,0.876116,0.603053,0,0,0,0,0,0,0,0,0.743056,0,0.060606,0,0,0.328313,0,0.441397,0,0.235507,0,0.086022,0.179625,0,0.237154,0.662198,0,0,0,0.204473,0,0.531365,0,0.075269,0,0,0.533981,0,0.967857,0,0.596439,0,' class-1'
0,0.089461,0,0.086957,0.294118,0,0.168814,0,0,0,0.4,0.027027,0.162162,0,0,0,0.526596,0.022099,0,0,0,0.626911,0.227273,0,0.208029,0,0,0.106027,0,0.33871,0.224335,0.921697,0,0,0.026596,0,0,0.636574,0.173077,0.040404,0.561892,0.775956,0,0,0.0798,0,0.228261,0,0,0,0,0,0,0,0,0.423077,0.220447,0.289941,0,0.813043,0.037634,0,0,0,0,0.857143,0,0,0,' class-2'
0.354478,0.465686,0,0,0,0,0.742268,0,0,0.142857,0.12,0.150901,0.182432,0.20979,0.136119,0,0.172872,0,0.235294,0,0,0.550459,0.077273,0,0,0,0,0.258929,0.076336,0.387097,0.437262,0.729201,0,0,0.026596,0,0,0.136574,0.322115,0.090909,0.924896,0.486339,0.018072,0,0.468828,0,0.144928,0,0,0,0,0,0.908847,0,0,0.314103,0,0.523669,0.04428,0,0.306452,0,0.295455,0,0.637838,0.321429,0,0.10089,0,' class-2'
0.375,0.488971,0,0,0.558824,0,0.733247,0,0,0,0,0.024775,0.47973,0.426573,0.168464,0,0.148936,0,0.470588,0,0,0.571865,0,0,0,0,0,0.320313,0,0,0.307985,0.668842,0,0,0.015957,0,0.033333,0.041667,0.269231,0.161616,0.613352,0.371585,0.063253,0.169811,0.503741,0,0.253623,0,0,0,0,0,0.903485,0,0,0.333333,0,0.414201,0.04797,0.026087,0.274194,0,0.340909,0,0.72973,0.414286,0,0,0,' class-1'
0.88806,0.724265,0.271795,0,0,0,0.748711,0,0,0,0,0.454955,0.277027,0.020979,0.485175,0.12,0,0.038674,0,0.178862,0,0,0.140909,0,0.007299,0.391813,0.150562,0.597098,0.709924,0.016129,0,0,0,0,0,0.060241,0,0.914352,0,0,0,0,0.021084,0.028302,0.753117,0,0.572464,0,0,0.013405,0.138462,0.102767,0.576408,0,0,0,0.041534,0,0.538745,0,0.043011,0,0.068182,0.368932,0.145946,0.846429,0,0.543027,0,' class-1'
0.811567,0.745098,0.338462,0,0,0,0.784794,0.011364,0,0,0,0.445946,0,0,0.69407,0,0,0.348066,0,0.593496,0,0,0.131818,0,0,0.327485,0.480899,0.714286,0.862595,0,0,0,0,0,0,0,0.166667,0.814815,0,0,0,0,0,0.09434,0.766833,0,0.246377,0,0,0.048257,0,0.096838,0.44504,0,0,0,0.13738,0,0.520295,0,0.139785,0,0.590909,0.786408,0.210811,0.532143,0,0.388724,0,' class-1'
0.113806,0.093137,0,0,0,0,0.268041,0,0,1,0,0.011261,0.314189,0.41958,0,0,0.550532,0,0,0,0,0.681957,0.054545,0,0.206204,0,0,0.137277,0,0.467742,0.346008,0.921697,0,0,0,0,0,0.668981,0.173077,0,0.486787,0.857923,0,0.358491,0.183292,0,0.311594,0,0,0,0,0,0.128686,0,0.086957,0.75,0.412141,0.340237,0.693727,0.904348,0.102151,0,0,0.194175,0.005405,0.925,0,0,0,' class-2'
0.110075,0.150735,0.061538,0.432609,0,0,0.387887,0,0,0,0,0.02027,0.043919,0,0.053908,0.36,0.50266,0.78453,0,0.138211,0,0.70948,0.254545,0,1,0.037037,0.026966,0.107143,0.236641,0,0.403042,0.978793,0,0,0.12766,0.301205,0,0.638889,0.384615,0,0.541029,0.830601,0,0,0.417706,0.425532,0.181159,0.018692,0,0.418231,0.569231,0,0.158177,0,0,0.217949,1,0.295858,0.02214,0.678261,0,0,0,0.31068,0.027027,0.767857,0.033994,0,1,' class-1'
1,0.338235,0.220513,0,0,0.105263,0.122423,0,0,0,0,0.277027,0,0.27972,0.300539,0,0,0.049724,0,0,0,0,0.113636,0,0,0.276803,0.105618,0.367188,0.519084,0.032258,0,0.003263,0,0.009732,0,0.638554,0,1,0,0,0,0,0,0,0.187032,0,0.536232,0,0.247312,0.080429,0.169231,0.162055,0.530831,0,0,0,0.070288,0,0.084871,0,0.198925,0,0,0,0,0.939286,0,0.456973,0,' class-2'
